类型,案例类型,案例编号,状态,主题,指派给,案例设计,交易名称,系统模块,描述,案例执行,测试数据,测试步骤,预期结果,验证日期,测试轮次,专项测试,产品种类,开始日期,计划完成日期,% 完成
测试案例,正例,案例编号1001,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：用户手动维护【居民类型】选
择城镇
",维护成功,,UAT-2,无,无,,,
测试案例,正例,案例编号1002,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：用户手动维护【居民类型】选择
农村",维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1003,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【居民类型】为空,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1004,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【职业】选择一种职业类型，国企单位,维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1005,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【职业】为空,返回失败,,UAT-2,无,无,,,
测试案例,反例,案例编号1006,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：【电子邮箱】输入正确的电
子邮箱",维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1007,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：【电子邮箱】输入格式不正
确的电子邮箱",页面提示电子邮箱格式错误,,UAT-2,无,无,,,
测试案例,反例,案例编号1008,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【电子邮箱】为空,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1009,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：【联系电话含区号】输入正确格式的联系电话
",维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1010,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【联系电话含区号】输入不正确格式的联系电话,页面提示联系电话格式有误,,UAT-2,无,无,,,
测试案例,反例,案例编号1011,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：常用手机号被占用,提示电话号被占用,,UAT-2,无,无,,,
测试案例,正例,案例编号1012,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【常用手机】输入正确联系电话,维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1013,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【常用手机】为空,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1014,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【平均年收入（万元）】输入5万元,维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1015,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：【平均年收入（万元）】输
入1万元",维护失败、无法投保,,UAT-2,无,无,,,
测试案例,反例,案例编号1016,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【平均年收入（万元）】为空,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1017,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：【家庭年收入（万元）】输入
10万元",维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1018,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【家庭年收入（万元）】为空,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1019,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【与被保人关系】选择本人,维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1020,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【与被保人关系】不选择为空,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1021,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,"1.维护投保人基础信息：【家庭邮政编码】输入正确的邮
政编码",维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1022,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.维护投保人基础信息：【家庭邮政编码】输入错误的邮政编码,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1023,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.可求助维护的信息，输入【联系地址】格式为：省份-市-区/县-街道/小区-栋-单元-门牌号,维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1024,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.可求助维护的信息，不输入【联系地址】,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1025,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.可求助维护的信息，输入【家庭邮寄地址】格式为：省份-市-区/县-街道/小区-栋-单元-门牌号,维护成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1026,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,1.可求助维护的信息，不输入【家庭邮寄地址】,返回失败,,UAT-2,无,无,,,
测试案例,正例,案例编号1027,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,投保人信息维护,,,投保人信息维护输入全部完成后，用户点击【下一步】，进入被投保人信息界面,"界面显示被投保人信息
包括被投保人姓名、性别、证件有效期、身份证号、平均
年收入、家庭地址、邮编",,UAT-2,无,无,,,
测试案例,正例,案例编号1028,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,被投保人信息,,,"1.电子渠道的被投保人只能是当前刷卡进入系统的用户本身，点击下一步
2.进入受益人维护，点击下一步","1.界面显示受益人分配类型：法定受益人和指定受益人
2.添加受益人界面",,UAT-2,无,无,,,
测试案例,正例,案例编号1029,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,"1.点击刷证件用户刷身份证获取收益人姓名、证件号码、性别、证件有效
起始期、证件有效结束期、出生日期；
2.受益人类型默认为身故受益人","1.自动反显受益人的信息
2.受益人类型只能市身故受益人",,UAT-2,无,无,,,
测试案例,反例,案例编号1030,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,1.点击刷证件用户刷已过期身份证获取受益人信息,无法自动反显受益人信息并提示身份证已过期,,UAT-2,无,无,,,
测试案例,正例,案例编号1031,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,"1.输入受益人姓名
2.输入匹配的证件号",添加成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1032,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,输入与身份证不匹配的性别,显示与性别与证件号不符,,UAT-2,无,无,,,
测试案例,正例,案例编号1033,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护-性别维护,,,输入与身份证匹配的性别,添加成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1034,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,"1.输入受益人姓名
2.输入不匹配的证件号",受益人姓名与身份证号不匹配,,UAT-2,无,无,,,
测试案例,正例,案例编号1035,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,1.输入正确的出生日期,添加成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1036,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,1.输入不正确的出生日期,显示出生日期与证件信息不符,,UAT-2,无,无,,,
测试案例,正例,案例编号1037,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,1.输入与证件相符的有效起始期和有效结束期,添加成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1038,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息维护,,,1.输入不正确的有效起始期和有效结束期,显示有效起始期和有效结束期不符,,UAT-2,无,无,,,
测试案例,正例,案例编号1039,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人比例维护,,,"1.当只有一名受益人时，受益人比例输入100%
2.点击保存 受益人资料","1.添加成功
2.进入保费试算界面",,UAT-2,无,无,,,
测试案例,反例,案例编号1040,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人比例维护,,,当只有一名受益人比例输入90%,添加不成功，受益人比例须是100%,,UAT-2,无,无,,,
测试案例,正例,案例编号1041,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,保费试算,,,1.当添加多名受益人时，所有受益人比例相加是100%,添加成功,,UAT-2,无,无,,,
测试案例,反例,案例编号1042,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,保费试算,,,1.当添加多名受益人时，所有受益人比例相加不到100%,添加不成功，多个受益人比例相加须是100%,,UAT-2,无,无,,,
测试案例,正例,案例编号1043,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,保费试算-受益人类型,,,"1.受益人类型选择身故受益人
2.与被保人关系选择配偶，点击保存","1.受益人类型默认为身故受益人
2.进入保费试算",,UAT-2,无,无,,,
测试案例,正例,案例编号1044,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,"1、用户身份证、银行卡
",,,"1、用户登录，点击保险业务
2、选择一种保险产品点击投保
3、点击立即投保
4、点击我已知晓
5、点击下一步

","1、显示保险详情
2、界面弹出客户告知书
3、风险测评提示
4、显示投保人信息",,UAT-2,无,无,,,
测试案例,正例,案例编号1045,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,填写投保人信息,,,"1、投保人姓名、证件号等自动回显，手动输入用户信息
2、联系地址点击填写
3、地址自动获取身份证地址信息",1、理财内屏弹出，理财经理可手动填写,,UAT-2,无,无,,,
测试案例,正例,案例编号1046,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,被保人信息,,,1、点击下一步,1、确定被保人信息,,UAT-2,无,无,,,
测试案例,正例,案例编号1047,新建,保险产品业务,,刘梦月,保险产品购买,理财外屏,受益人信息,,,1、点击下一步,1、确认受益人信息,,UAT-2,无,无,,,
